subject_id	population_descriptor	population_label	country_of_recruitment
NA19735	population | superpopulation	MXL | AMR	USA
NA19740	population | superpopulation	MXL | AMR	USA
NA19741	population | superpopulation	MXL | AMR	USA
NA19746	population | superpopulation	MXL | AMR	USA
NA19747	population | superpopulation	MXL | AMR	USA
NA19749	population | superpopulation	MXL | AMR	USA
NA19750	population | superpopulation	MXL | AMR	USA
NA19752	population | superpopulation	MXL | AMR	USA
NA19755	population | superpopulation	MXL | AMR	USA
NA19756	population | superpopulation	MXL | AMR	USA
NA19758	population | superpopulation	MXL | AMR	USA
NA19759	population | superpopulation	MXL | AMR	USA
NA19761	population | superpopulation	MXL | AMR	USA
NA19762	population | superpopulation	MXL | AMR	USA
NA19764	population | superpopulation	MXL | AMR	USA
NA19770	population | superpopulation	MXL | AMR	USA
NA19771	population | superpopulation	MXL | AMR	USA
NA19773	population | superpopulation	MXL | AMR	USA
NA19774	population | superpopulation	MXL | AMR	USA
NA19776	population | superpopulation	MXL | AMR	USA
NA19777	population | superpopulation	MXL | AMR	USA
NA19779	population | superpopulation	MXL | AMR	USA
NA19780	population | superpopulation	MXL | AMR	USA
NA19782	population | superpopulation	MXL | AMR	USA
NA19783	population | superpopulation	MXL | AMR	USA
NA19785	population | superpopulation	MXL | AMR	USA
NA19786	population | superpopulation	MXL | AMR	USA
NA19788	population | superpopulation	MXL | AMR	USA
NA19789	population | superpopulation	MXL | AMR	USA
NA19792	population | superpopulation	MXL | AMR	USA
NA19794	population | superpopulation	MXL | AMR	USA
NA19795	population | superpopulation	MXL | AMR	USA
NA19818	population | superpopulation	ASW | AFR	USA
NA19819	population | superpopulation	ASW | AFR	USA
NA19834	population | superpopulation	ASW | AFR	USA
NA19835	population | superpopulation	ASW | AFR	USA
NA19900	population | superpopulation	ASW | AFR	USA
NA19901	population | superpopulation	ASW | AFR	USA
NA19904	population | superpopulation	ASW | AFR	USA
NA19908	population | superpopulation	ASW | AFR	USA
NA19909	population | superpopulation	ASW | AFR	USA
NA19913	population | superpopulation	ASW | AFR	USA
NA19914	population | superpopulation	ASW | AFR	USA
NA19916	population | superpopulation	ASW | AFR	USA
NA19917	population | superpopulation	ASW | AFR	USA
NA19920	population | superpopulation	ASW | AFR	USA
NA19921	population | superpopulation	ASW | AFR	USA
NA19922	population | superpopulation	ASW | AFR	USA
NA19923	population | superpopulation	ASW | AFR	USA
NA19982	population | superpopulation	ASW | AFR	USA
NA19984	population | superpopulation	ASW | AFR	USA
NA20126	population | superpopulation	ASW | AFR	USA
NA20127	population | superpopulation	ASW | AFR	USA
NA20274	population | superpopulation	ASW | AFR	USA
NA20276	population | superpopulation	ASW | AFR	USA
NA20278	population | superpopulation	ASW | AFR	USA
NA20281	population | superpopulation	ASW | AFR	USA
NA20282	population | superpopulation	ASW | AFR	USA
NA20287	population | superpopulation	ASW | AFR	USA
NA20289	population | superpopulation	ASW | AFR	USA
NA20291	population | superpopulation	ASW | AFR	USA
NA20294	population | superpopulation	ASW | AFR	USA
NA20296	population | superpopulation	ASW | AFR	USA
NA20298	population | superpopulation	ASW | AFR	USA
NA20299	population | superpopulation	ASW | AFR	USA
NA20314	population | superpopulation	ASW | AFR	USA
NA20317	population | superpopulation	ASW | AFR	USA
NA20318	population | superpopulation	ASW | AFR	USA
NA20320	population | superpopulation	ASW | AFR	USA
NA20321	population | superpopulation	ASW | AFR	USA
NA20332	population | superpopulation	ASW | AFR	USA
NA20334	population | superpopulation	ASW | AFR	USA
NA20339	population | superpopulation	ASW | AFR	USA
NA20340	population | superpopulation	ASW | AFR	USA
NA20342	population | superpopulation	ASW | AFR	USA
NA20346	population | superpopulation	ASW | AFR	USA
NA20348	population | superpopulation	ASW | AFR	USA
NA20351	population | superpopulation	ASW | AFR	USA
NA20355	population | superpopulation	ASW | AFR	USA
NA20356	population | superpopulation	ASW | AFR	USA
NA20357	population | superpopulation	ASW | AFR	USA
NA20359	population | superpopulation	ASW | AFR	USA
NA20362	population | superpopulation	ASW | AFR	USA
NA20412	population | superpopulation	ASW | AFR	USA
NA20502	population | superpopulation	TSI | EUR	Italy
NA20503	population | superpopulation	TSI | EUR	Italy
NA20504	population | superpopulation	TSI | EUR	Italy
NA20505	population | superpopulation	TSI | EUR	Italy
NA20506	population | superpopulation	TSI | EUR	Italy
NA20507	population | superpopulation	TSI | EUR	Italy
NA20508	population | superpopulation	TSI | EUR	Italy
NA20509	population | superpopulation	TSI | EUR	Italy
NA20510	population | superpopulation	TSI | EUR	Italy
NA20511	population | superpopulation	TSI | EUR	Italy
NA20512	population | superpopulation	TSI | EUR	Italy
NA20513	population | superpopulation	TSI | EUR	Italy
NA20514	population | superpopulation	TSI | EUR	Italy
NA20515	population | superpopulation	TSI | EUR	Italy
NA20516	population | superpopulation	TSI | EUR	Italy
NA20517	population | superpopulation	TSI | EUR	Italy
NA20518	population | superpopulation	TSI | EUR	Italy
NA20519	population | superpopulation	TSI | EUR	Italy
NA20520	population | superpopulation	TSI | EUR	Italy
NA20521	population | superpopulation	TSI | EUR	Italy
NA20522	population | superpopulation	TSI | EUR	Italy
NA20524	population | superpopulation	TSI | EUR	Italy
NA20525	population | superpopulation	TSI | EUR	Italy
NA20527	population | superpopulation	TSI | EUR	Italy
NA20528	population | superpopulation	TSI | EUR	Italy
NA20529	population | superpopulation	TSI | EUR	Italy
NA20530	population | superpopulation	TSI | EUR	Italy
NA20531	population | superpopulation	TSI | EUR	Italy
NA20532	population | superpopulation	TSI | EUR	Italy
NA20533	population | superpopulation	TSI | EUR	Italy
NA20534	population | superpopulation	TSI | EUR	Italy
NA20535	population | superpopulation	TSI | EUR	Italy
NA20536	population | superpopulation	TSI | EUR	Italy
NA20538	population | superpopulation	TSI | EUR	Italy
NA20539	population | superpopulation	TSI | EUR	Italy
NA20540	population | superpopulation	TSI | EUR	Italy
NA20541	population | superpopulation	TSI | EUR	Italy
NA20542	population | superpopulation	TSI | EUR	Italy
NA20543	population | superpopulation	TSI | EUR	Italy
NA20544	population | superpopulation	TSI | EUR	Italy
NA20581	population | superpopulation	TSI | EUR	Italy
NA20582	population | superpopulation	TSI | EUR	Italy
NA20585	population | superpopulation	TSI | EUR	Italy
NA20586	population | superpopulation	TSI | EUR	Italy
NA20587	population | superpopulation	TSI | EUR	Italy
NA20588	population | superpopulation	TSI | EUR	Italy
NA20589	population | superpopulation	TSI | EUR	Italy
NA20752	population | superpopulation	TSI | EUR	Italy
NA20753	population | superpopulation	TSI | EUR	Italy
NA20754	population | superpopulation	TSI | EUR	Italy
NA20755	population | superpopulation	TSI | EUR	Italy
NA20756	population | superpopulation	TSI | EUR	Italy
NA20757	population | superpopulation	TSI | EUR	Italy
NA20758	population | superpopulation	TSI | EUR	Italy
NA20759	population | superpopulation	TSI | EUR	Italy
NA20760	population | superpopulation	TSI | EUR	Italy
NA20761	population | superpopulation	TSI | EUR	Italy
NA20762	population | superpopulation	TSI | EUR	Italy
NA20763	population | superpopulation	TSI | EUR	Italy
NA20764	population | superpopulation	TSI | EUR	Italy
NA20765	population | superpopulation	TSI | EUR	Italy
NA20766	population | superpopulation	TSI | EUR	Italy
NA20767	population | superpopulation	TSI | EUR	Italy
NA20768	population | superpopulation	TSI | EUR	Italy
NA20769	population | superpopulation	TSI | EUR	Italy
NA20770	population | superpopulation	TSI | EUR	Italy
NA20771	population | superpopulation	TSI | EUR	Italy
NA20772	population | superpopulation	TSI | EUR	Italy
NA20773	population | superpopulation	TSI | EUR	Italy
NA20774	population | superpopulation	TSI | EUR	Italy
NA20775	population | superpopulation	TSI | EUR	Italy
NA20778	population | superpopulation	TSI | EUR	Italy
NA20783	population | superpopulation	TSI | EUR	Italy
NA20785	population | superpopulation	TSI | EUR	Italy
NA20786	population | superpopulation	TSI | EUR	Italy
NA20787	population | superpopulation	TSI | EUR	Italy
NA20790	population | superpopulation	TSI | EUR	Italy
NA20792	population | superpopulation	TSI | EUR	Italy
NA20795	population | superpopulation	TSI | EUR	Italy
NA20796	population | superpopulation	TSI | EUR	Italy
NA20797	population | superpopulation	TSI | EUR	Italy
NA20798	population | superpopulation	TSI | EUR	Italy
NA20799	population | superpopulation	TSI | EUR	Italy
NA20800	population | superpopulation	TSI | EUR	Italy
NA20801	population | superpopulation	TSI | EUR	Italy
NA20802	population | superpopulation	TSI | EUR	Italy
NA20803	population | superpopulation	TSI | EUR	Italy
NA20804	population | superpopulation	TSI | EUR	Italy
NA20805	population | superpopulation	TSI | EUR	Italy
NA20806	population | superpopulation	TSI | EUR	Italy
NA20807	population | superpopulation	TSI | EUR	Italy
NA20808	population | superpopulation	TSI | EUR	Italy
NA20809	population | superpopulation	TSI | EUR	Italy
NA20810	population | superpopulation	TSI | EUR	Italy
NA20811	population | superpopulation	TSI | EUR	Italy
NA20812	population | superpopulation	TSI | EUR	Italy
NA20813	population | superpopulation	TSI | EUR	Italy
NA20814	population | superpopulation	TSI | EUR	Italy
NA20815	population | superpopulation	TSI | EUR	Italy
NA20818	population | superpopulation	TSI | EUR	Italy
NA20819	population | superpopulation	TSI | EUR	Italy
NA20821	population | superpopulation	TSI | EUR	Italy
NA20822	population | superpopulation	TSI | EUR	Italy
NA20826	population | superpopulation	TSI | EUR	Italy
NA20827	population | superpopulation	TSI | EUR	Italy
NA20828	population | superpopulation	TSI | EUR	Italy
NA20832	population | superpopulation	TSI | EUR	Italy
NA20845	population | superpopulation	GIH | SAS	USA
NA20846	population | superpopulation	GIH | SAS	USA
NA20847	population | superpopulation	GIH | SAS	USA
NA20849	population | superpopulation	GIH | SAS	USA
NA20850	population | superpopulation	GIH | SAS	USA
NA20851	population | superpopulation	GIH | SAS	USA
NA20852	population | superpopulation	GIH | SAS	USA
NA20853	population | superpopulation	GIH | SAS	USA
NA20854	population | superpopulation	GIH | SAS	USA
NA20856	population | superpopulation	GIH | SAS	USA
NA20858	population | superpopulation	GIH | SAS	USA
NA20859	population | superpopulation	GIH | SAS	USA
NA20861	population | superpopulation	GIH | SAS	USA
NA20862	population | superpopulation	GIH | SAS	USA
NA20863	population | superpopulation	GIH | SAS	USA
NA20864	population | superpopulation	GIH | SAS	USA
NA20866	population | superpopulation	GIH | SAS	USA
NA20867	population | superpopulation	GIH | SAS	USA
NA20868	population | superpopulation	GIH | SAS	USA
NA20869	population | superpopulation	GIH | SAS	USA
NA20870	population | superpopulation	GIH | SAS	USA
NA20872	population | superpopulation	GIH | SAS	USA
NA20874	population | superpopulation	GIH | SAS	USA
NA20875	population | superpopulation	GIH | SAS	USA
NA20876	population | superpopulation	GIH | SAS	USA
NA20877	population | superpopulation	GIH | SAS	USA
NA20878	population | superpopulation	GIH | SAS	USA
NA20881	population | superpopulation	GIH | SAS	USA
NA20882	population | superpopulation	GIH | SAS	USA
NA20884	population | superpopulation	GIH | SAS	USA
NA20885	population | superpopulation	GIH | SAS	USA
NA20886	population | superpopulation	GIH | SAS	USA
NA20887	population | superpopulation	GIH | SAS	USA
NA20888	population | superpopulation	GIH | SAS	USA
NA20889	population | superpopulation	GIH | SAS	USA
NA20890	population | superpopulation	GIH | SAS	USA
NA20891	population | superpopulation	GIH | SAS	USA
NA20892	population | superpopulation	GIH | SAS	USA
NA20894	population | superpopulation	GIH | SAS	USA
NA20895	population | superpopulation	GIH | SAS	USA
NA20896	population | superpopulation	GIH | SAS	USA
NA20897	population | superpopulation	GIH | SAS	USA
NA20899	population | superpopulation	GIH | SAS	USA
NA20900	population | superpopulation	GIH | SAS	USA
NA20901	population | superpopulation	GIH | SAS	USA
NA20902	population | superpopulation	GIH | SAS	USA
NA20903	population | superpopulation	GIH | SAS	USA
NA20904	population | superpopulation	GIH | SAS	USA
NA20905	population | superpopulation	GIH | SAS	USA
NA20906	population | superpopulation	GIH | SAS	USA
NA20908	population | superpopulation	GIH | SAS	USA
NA20910	population | superpopulation	GIH | SAS	USA
NA20911	population | superpopulation	GIH | SAS	USA
NA21086	population | superpopulation	GIH | SAS	USA
NA21087	population | superpopulation	GIH | SAS	USA
NA21088	population | superpopulation	GIH | SAS	USA
NA21089	population | superpopulation	GIH | SAS	USA
NA21090	population | superpopulation	GIH | SAS	USA
NA21091	population | superpopulation	GIH | SAS	USA
NA21092	population | superpopulation	GIH | SAS	USA
NA21093	population | superpopulation	GIH | SAS	USA
NA21094	population | superpopulation	GIH | SAS	USA
NA21095	population | superpopulation	GIH | SAS	USA
NA21097	population | superpopulation	GIH | SAS	USA
NA21098	population | superpopulation	GIH | SAS	USA
NA21099	population | superpopulation	GIH | SAS	USA
NA21100	population | superpopulation	GIH | SAS	USA
NA21101	population | superpopulation	GIH | SAS	USA
NA21102	population | superpopulation	GIH | SAS	USA
NA21103	population | superpopulation	GIH | SAS	USA
NA21104	population | superpopulation	GIH | SAS	USA
NA21105	population | superpopulation	GIH | SAS	USA
NA21106	population | superpopulation	GIH | SAS	USA
NA21107	population | superpopulation	GIH | SAS	USA
NA21108	population | superpopulation	GIH | SAS	USA
NA21109	population | superpopulation	GIH | SAS	USA
NA21110	population | superpopulation	GIH | SAS	USA
NA21111	population | superpopulation	GIH | SAS	USA
NA21112	population | superpopulation	GIH | SAS	USA
NA21113	population | superpopulation	GIH | SAS	USA
NA21114	population | superpopulation	GIH | SAS	USA
NA21115	population | superpopulation	GIH | SAS	USA
NA21116	population | superpopulation	GIH | SAS	USA
NA21117	population | superpopulation	GIH | SAS	USA
NA21118	population | superpopulation	GIH | SAS	USA
NA21119	population | superpopulation	GIH | SAS	USA
NA21120	population | superpopulation	GIH | SAS	USA
NA21122	population | superpopulation	GIH | SAS	USA
NA21123	population | superpopulation	GIH | SAS	USA
NA21124	population | superpopulation	GIH | SAS	USA
NA21125	population | superpopulation	GIH | SAS	USA
NA21126	population | superpopulation	GIH | SAS	USA
NA21127	population | superpopulation	GIH | SAS	USA
NA21128	population | superpopulation	GIH | SAS	USA
NA21129	population | superpopulation	GIH | SAS	USA
NA21130	population | superpopulation	GIH | SAS	USA
NA21133	population | superpopulation	GIH | SAS	USA
NA21135	population | superpopulation	GIH | SAS	USA
NA21137	population | superpopulation	GIH | SAS	USA
NA21141	population | superpopulation	GIH | SAS	USA
NA21142	population | superpopulation	GIH | SAS	USA
NA21143	population | superpopulation	GIH | SAS	USA
NA21144	population | superpopulation	GIH | SAS	USA
